# This file contains world map weather colors.
# ----------------------------------------------------------------------------------------------------------------------------------
# light0.vx;light0.vy;light0.vz;light1.vx;light1.vy;light1.vz;light2.vx;light2.vy;light2.vz;light0c.vx;light0c.vy;light0c.vz;ambient.vx;ambient.vy;ambient.vz;ambientcl.vx;ambientcl.vy;ambientcl.vz;goffsetup;toffsetup;fogUP.vx;fogUP.vy;fogUP.vz;goffsetdw;toffsetdw;fogDW.vx;fogDW.vy;fogDW.vz;goffsetcl;toffsetcl;fogCL.vx;fogCL.vy;fogCL.vz;chrBIAS.vx;chrBIAS.vy;chrBIAS.vz;fogAMP;offsetX;scaleY;skyBgColor.r;skyBgColor.g;skyBgColor.b;skyBgColor.a;skyFogColor.r;skyFogColor.g;skyFogColor.b;skyFogColor.a;lightColorFactor
# Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;Int16;UInt16;UInt16;Int16;Int16;Int16;UInt16;UInt16;Int16;Int16;Int16;UInt16;UInt16;Int16;Int16;Int16;Int16;Int16;Int16;UInt16;Single;Single;Single;Single;Single;Single;Single;Single;Single;Single;Single
# ----------------------------------------------------------------------------------------------------------------------------------
210;210;332;500;447;330;610;500;500;0;320;400;150;150;150;8;8;8;15056;15672;80;106;130;27040;30656;80;106;130;11970;7000;80;106;130;1496;1796;2196;1296;-0.49;0.12;0.2117647;0.5137255;0.6078432;1;0.454902;0.5529412;0.7843137;1;2.25;# Night 2
410;510;632;1088;1580;1280;500;500;400;0;0;0;150;150;150;40;48;36;29872;35872;80;106;130;27114;34928;80;106;130;21753;17312;80;106;130;1396;1596;1696;1296;-0.49;0.12;0.2117647;0.5137255;0.6078432;1;0.454902;0.5529412;0.7843137;1;2.25;# Night 3
1024;1024;1024;768;1280;2560;1280;1280;3072;0;0;512;8;8;8;8;8;8;9568;11776;16;16;64;7200;12352;16;20;96;9000;0;20;28;64;2496;2696;2896;4096;0;0;0.4352941;0.4666667;0.7490196;1;0.4980392;0.4196078;0.827451;1;1;# Purple Sky 0
1024;1024;1024;768;1280;2560;1280;1280;3072;0;0;512;8;8;8;8;8;8;9600;9280;16;28;80;7552;12352;28;44;92;4384;0;23;43;95;2496;2696;2896;4096;0;0;0.4352941;0.4666667;0.7490196;1;0.4980392;0.4196078;0.827451;1;1;# Purple Sky 1
400;472;416;1124;1124;1124;1248;1248;1248;464;548;1236;8;8;8;0;0;0;12592;12000;103;91;155;25600;32608;103;91;155;9804;5864;102;90;154;2496;2696;2896;4096;0;0;0.4352941;0.4666667;0.7490196;1;0.4980392;0.4196078;0.827451;1;1;# Purple Sky 2
400;472;416;1124;1124;1124;1248;1248;1248;768;448;1536;8;8;8;8;8;8;28106;25793;101;90;146;31712;31904;102;90;154;10304;4864;102;90;154;2896;2796;3196;1296;0;0;0.4352941;0.4666667;0.7490196;1;0.4980392;0.4196078;0.827451;1;1;# Purple Sky 3
200;200;300;0;0;0;748;748;976;448;532;1152;30;30;31;48;48;48;23104;27592;136;148;175;28556;29536;136;148;175;17000;13000;136;148;175;2296;2396;2396;1296;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
200;200;300;0;0;0;748;748;976;448;532;1152;30;30;31;48;48;48;23104;27592;136;148;175;28556;29536;136;148;175;17000;13000;136;148;175;2296;2396;2396;1296;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
1012;1012;1012;724;724;724;1648;1548;1348;256;768;1596;26;26;26;45;49;64;17000;16000;207;207;247;24008;32000;205;217;247;12000;0;205;217;247;3596;3596;3596;4096;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
32;64;8;320;8;32;712;320;8;8;272;245;6;96;272;0;6;96;243;0;6;96;272;0;6;96;272;242;4;64;272;229;109;512;256;245;4;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
200;200;300;0;0;0;748;748;976;448;532;1152;30;30;31;48;48;48;23104;27592;136;148;175;28556;29536;136;148;175;17000;13000;136;148;175;2296;2396;2396;1296;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
96;256;247;4;96;256;0;4;96;241;0;4;256;242;0;64;256;229;10;40;848;243;0;16;832;243;0;4;848;243;0;8;64;229;0;196;640;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
1012;1012;1012;724;724;724;1648;1548;1348;256;768;1596;26;26;26;45;49;64;17000;16000;207;207;247;24008;32000;205;217;247;12000;0;205;217;247;3596;3596;3596;4096;0;0;0;0;0;0;0;0;0;0;0;# Runtime color
